Inventarisnr;Omschrijving;Straat;Thv;XCoord;YCoord;Deelgem;Mutdatum;Dooruser
FT651;Fietstrommel;C P TIELESTR;53;51,91997147;4,449299812;Delfshaven;15/07/10;STREPE
FT652;Fietstrommel;HONDIUSSTR;32;51,91997147;4,449299812;Delfshaven;15/07/10;STREPE
FT654;Fietstrommel;S MULLERSTR;1;51,91997147;4,449299812;Delfshaven;16/09/10;STREPE
FT655;Fietstrommel;BLOKMAKERSSTR;25;51,89007187;4,472430229;Charlois;27/04/11;OOMEBE
FT656;Fietsentrommel;ESSENBURGSNGL;63;51,91997147;4,449299812;Delfshaven;27/04/11;OOMEBE
FT657;Fietstrommel;GORDELWG;61;51,93054962;4,459660053;Noord;16/09/10;STREPE
FT658;Fietstrommel;BERGSNGL;172;51,93054962;4,459660053;Noord;16/09/10;STREPE
FT659;Fietstrommel;PARADYSLN;115;51,92977142;4,489990234;Kralingen/Crooswijk;16/09/10;STREPE
FT66;Fietstrommel;CROOSWYKSESNGL;16;51,92974091;4,489659786;Kralingen/Crooswijk;10/08/11;OOMEBE
FT660;Fietstrommel;PR MARGRIETLN;5;51,95714951;4,491290092;Hillegersberg;24/08/10;STREPE
FT661;Fietstrommel;BARONIESTR;56;51,95714951;4,491290092;Hillegersberg;16/09/10;STREPE
FT662;Fietstrommel;ADRIANASTR;71;51,91949081;4,473320007;Centrum;16/09/10;STREPE
FT663;Fietstrommel;ROCHUSSENSTR;61;51,91949081;4,473320007;Centrum;16/09/10;STREPE
FT664;Fietstrommel;WALRAVENSTR;9;51,89007187;4,472430229;Charlois;12/10/10;BRUIPE
FT665;Fietstrommel;V DIESTSTR;38-42;51,89007187;4,472430229;Charlois;16/09/10;STREPE
FT666;Fietstrommel;BOERGOENSESTR;78;51,89007187;4,472430229;Charlois;16/09/10;STREPE
FT667;Fietstrommel;BOERGOENSESTR;78;51,89007187;4,472430229;Charlois;16/09/10;STREPE
FT668;Fietstrommel;Dorpsweg;2;51,89007187;4,472430229;Charlois;16/12/10;BRUIPE
ft669;Fietstrommel;PLEINWG;71;51,89057159;4,484360218;Charlois;14/06/12;BRUIPE
FT67;Fietstrommel;CROOSWYKSESNGL;29b;51,92987061;4,488239765;Kralingen/Crooswijk;06/07/10;BEHEER-STZ
ft670;Fietstrommel;BEATRYSSTR;69;51,91978836;4,456860065;Delfshaven;14/06/12;BRUIPE
ft671;Fietstrommel;BILDERDYKSTR;210;51,91736984;4,432690144;Delfshaven;14/06/12;BRUIPE
ft672;Fietstrommel;TIDEMANSTR;to 13;51,91886139;4,448120117;Delfshaven;14/06/12;BRUIPE
ft673;Fietstrommel;V CITTERSSTR;34;51,91997147;4,449299812;Delfshaven;18/11/11;OOMEBE
ft674;Fietstrommel;ESSENBURGSNGL;to 127;51,92097092;4,445320129;Delfshaven;14/06/12;BRUIPE
ft675;Fietstrommel;ESSENBURGSNGL;2;52,18957901;5,295239925;Delfshaven;14/06/12;BRUIPE
ft676;Fietstrommel;GR FLORISSTR;110;51,91899109;4,456560135;Delfshaven;14/06/12;BRUIPE
ft677;Fietstrommel;MATHENESSERLN;396;51,9137001;4,450880051;Delfshaven;14/06/12;BRUIPE
ft678;Fietstrommel;MATHENESSERLN;to 450;51,91487885;4,448289871;Charlois;14/06/12;BRUIPE
ft679;Fietstrommel;ROCHUSSENSTR;375;51,90943909;4,450789928;Delfshaven;14/06/12;BRUIPE
FT68;Fietstrommel;CROOSWYKSESNGL;31;51,92990875;4,488029957;Kralingen/Crooswijk;07/06/09;Conversie
ft680;Fietstrommel;SCHIETBAANLN;74;51,91566849;4,45909977;Delfshaven;14/06/12;BRUIPE
ft681;Fietstrommel;SCHIETBAANLN;126;51,91569138;4,456110001;Delfshaven;14/06/12;BRUIPE
ft682;Fietstrommel;W BUYTEWECHSTR;50;51,90727997;4,460289955;Delfshaven;14/06/12;BRUIPE
ft683;Fietstrommel;DONKERSLOOTSTR;to 111;51,89208984;4,516699791;Feijenoord;14/06/12;BRUIPE
ft684;Fietstrommel;W VARKENOORDSEWG;Breeweg;51,89062119;4,519509792;Feijenoord;14/06/12;BRUIPE
ft685;Fietstrommel;BERGWG;243;51,93476868;4,475160122;Noord;14/06/12;BRUIPE
ft686;Fietstrommel;LISPLN;hoek gordelweg;51,9392395;4,474050045;Noord;14/06/12;BRUIPE
ft687;Fietstrommel;MOLENWATERWG;8;51,92694855;4,472899914;Noord;14/06/12;BRUIPE
ft688;Fietstrommel;BERGSELN;to 126;51,93798065;4,474020004;Noord;14/06/12;BRUIPE
FT689;Fietstrommel;L HILLEWG;110;51,89292908;4,502019882;Feijenoord;13/06/12;BRUIPE
FT69;Fietstrommel;HG BOEZEM;23;51,92462921;4,497749805;Kralingen/Crooswijk;07/06/09;Conversie
FT690;Fietstrommel;HEEMRAADSSNGL;246;51,91315842;4,456110001;Delfshaven;13/06/12;BRUIPE
FT691;Fietstrommel;VAANDRIGSTR;25;51,934021;4,496650219;Kralingen/Crooswijk;13/06/12;BRUIPE
FT692;Fietstrommel;GORDELWG;60;51,94013977;4,477079868;Noord;13/06/12;BRUIPE
FT693;Fietstrommel;VD HOONAARDSTR;12;51,93572998;4,475240231;Noord;13/06/12;BRUIPE
FT694;Fietstrommel;BERGWG;203;51,93568039;4,476359844;Noord;13/06/12;BRUIPE
FT695;Fietstrommel;KOOTSEKD;32;51,94454956;4,484399796;Hillegersberg;13/06/12;BRUIPE
FT696;Fietstrommel;BEGONIASTR;2;51,94509125;4,473060131;Hillegersberg;13/06/12;BRUIPE
FT697;Fietstrommel;COOLHAVEN;126;51,90758133;4,456449986;Delfshaven;13/06/12;BRUIPE
FT698;Fietstrommel;W BUYTEWECHSTR;126;51,90679169;4,456369877;Delfshaven;13/06/12;BRUIPE
FT699;Fietstrommel;BOSPOLDERSTR;11B;51,90951157;4,442170143;Delfshaven;13/06/12;BRUIPE
FT7;Fietstrommel;NOBELSTR;88;51,93246078;4,458859921;Noord;07/06/09;Conversie
FT70;Fietstrommel;C DE VRIESELN;3;51,91770935;4,459179878;Delfshaven;07/06/09;Conversie
FT700;Fietstrommel;MATHENESSERDK;114;51,91677856;4,441870213;Delfshaven;13/06/12;BRUIPE
FT701;Fietstrommel;SCHIEDAMSEWG BEN;467;51,91024017;4,443210125;Delfshaven;13/06/12;BRUIPE
FT702;Fietstrommel;MATHENESSERLN;466;51,91524887;4,447770119;Delfshaven;13/06/12;BRUIPE
FT703;Fietstrommel;ROCHUSSENSTR;373;51,90940094;4,450950146;Delfshaven;14/06/12;BRUIPE
FT704;Fietstrommel;MATHENESSERLN;398;51,91371155;4,450789928;Delfshaven;14/06/12;BRUIPE
FT705;Fietstrommel;SOETENDAALSEWG;95;51,93931961;4,480529785;Noord;14/06/12;BRUIPE
FT71;Fietstrommel;C DE VRIESELN;3;51,91770935;4,459189892;Delfshaven;06/07/10;BEHEER-STZ
FT72;Fietstrommel;C DE VRIESELN;42;51,91625977;4,459459782;Delfshaven;07/06/09;Conversie
FT73;Fietstrommel;C DE VRIESELN;42;51,91625977;4,459469795;Delfshaven;06/07/10;BEHEER-STZ
FT74;Fietstrommel;C DE VRIESELN;101;51,91408157;4,459640026;Delfshaven;07/06/09;Conversie
FT75;Fietstrommel;HEEMRAADSSNGL;26;51,92103958;4,456019878;Delfshaven;06/07/10;STREPE
FT76;Fietstrommel;HEEMRAADSSNGL;26;51,92103958;4,456029892;Delfshaven;07/06/09;Conversie
FT77;Fietstrommel;HEEMRAADSSNGL;26;51,92103958;4,456039906;Delfshaven;06/07/10;BEHEER-STZ
FT78;Fietstrommel;MATHENESSERLN;228;51,91458893;4,462319851;Delfshaven;07/06/09;Conversie
FT79;Fietstrommel;MATHENESSERLN;301;51,9142189;4,45773983;Delfshaven;06/07/10;STREPE
FT8;Fietstrommel;BERGSNGL;80;51,93788147;4,469669819;Noord;07/06/09;Conversie
FT80;Fietstrommel;MATHENESSERLN;320;51,91397095;4,457660198;Delfshaven;07/06/09;Conversie
FT81;Fietstrommel;BOSPOLDERPLN;32;51,90850067;4,441860199;Delfshaven;06/07/10;BEHEER-STZ
FT82;Fietstrommel;PINKSTR;10;51,91765976;4,41782999;Delfshaven;06/07/10;STREPE
FT83;Fietstrommel;MATHENESSERDK;87;51,91539001;4,435359955;Delfshaven;07/06/09;Conversie
FT84;Fietstrommel;MATHENESSERWG;132;51,91424942;4,437029839;Delfshaven;06/07/10;BEHEER-STZ
FT85;Fietstrommel;D DANESTR;1;51,91403961;4,434209824;Delfshaven;07/06/09;Conversie
FT86;Fietstrommel;ESSENBURGSNGL;118;51,92110825;4,445859909;Delfshaven;07/06/09;Conversie
FT87;Fietstrommel;HEEMRAADSSNGL;213;51,91571045;4,454349995;Delfshaven;07/06/09;Conversie
FT88;Fietstrommel;HEEMRAADSSNGL;213;51,91571045;4,454360008;Delfshaven;07/06/09;Conversie
FT89;Fietstrommel;C P TIELESTR;13;51,91437912;4,453460217;Delfshaven;06/07/10;BEHEER-STZ
FT9;Fietstrommel;BERGSNGL;76;51,93801117;4,469629765;Noord;07/06/09;Conversie
FT90;Fietstrommel;ROCHUSSENSTR;317;51,90896988;4,454319954;Delfshaven;07/06/09;Conversie
FT91;Fietstrommel;VIRULYPLN;16;51,9197998;4,450809956;Delfshaven;06/07/10;STREPE
FT92;Fietstrommel;VD TAKSTR;26;51,91445923;4,495490074;Feijenoord;07/06/09;Conversie
FT93;Fietstrommel;PR HENDRIKKD;89;51,91307831;4,494679928;Feijenoord;06/07/10;BEHEER-STZ
FT94;Fietstrommel;PR HENDRIKKD;115;51,91167831;4,493810177;Feijenoord;07/06/09;Conversie
FT95;Fietstrommel;PR HENDRIKKD;154;51,91025925;4,490779877;Feijenoord;07/06/09;Conversie
FT96;Fietstrommel;PR HENDRIKLN;13;51,91558075;4,500919819;Feijenoord;07/06/09;Conversie
FT97;Fietstrommel;DIAMANTWG;1;51,94643021;4,466479778;Hillegersberg;07/07/10;STREPE
FT98;Fietstrommel;RANDWG;91;51,89134979;4,512839794;Feijenoord;07/06/09;Conversie
FT99;Fietstrommel;BERGWG;265;51,93434143;4,474520206;Noord;07/06/09;Conversie
